user_id,stage,conversion
user_311,homepage,TRUE
user_312,homepage,TRUE
user_313,homepage,TRUE
user_314,homepage,TRUE
user_315,homepage,TRUE
user_316,homepage,TRUE
user_317,homepage,TRUE
user_318,homepage,TRUE
user_319,homepage,TRUE
user_320,homepage,TRUE
user_321,homepage,TRUE
user_322,homepage,TRUE
user_323,homepage,TRUE
user_324,homepage,TRUE
user_325,homepage,TRUE
user_326,homepage,TRUE
user_327,homepage,TRUE
user_328,homepage,TRUE
user_329,homepage,TRUE
user_330,homepage,TRUE
user_331,homepage,TRUE
user_332,homepage,TRUE
user_333,homepage,TRUE
user_334,homepage,TRUE
user_335,homepage,TRUE
user_336,homepage,TRUE
user_337,homepage,TRUE
user_338,homepage,TRUE
user_339,homepage,TRUE
user_340,homepage,TRUE
user_341,homepage,TRUE
user_342,homepage,TRUE
user_343,homepage,TRUE
user_344,homepage,TRUE
user_345,homepage,TRUE
user_346,homepage,TRUE
user_347,homepage,TRUE
user_348,homepage,TRUE
user_349,homepage,TRUE
user_350,homepage,TRUE
user_351,homepage,TRUE
user_352,homepage,TRUE
user_353,homepage,TRUE
user_354,homepage,TRUE
user_355,homepage,TRUE
user_356,homepage,TRUE
user_357,homepage,TRUE
user_358,homepage,TRUE
user_359,homepage,TRUE
user_360,homepage,TRUE
user_361,homepage,TRUE
user_362,homepage,TRUE
user_363,homepage,TRUE
user_364,homepage,TRUE
user_365,homepage,TRUE
user_366,homepage,TRUE
user_367,homepage,TRUE
user_368,homepage,TRUE
user_369,homepage,TRUE
user_370,homepage,TRUE
user_371,homepage,TRUE
user_372,homepage,TRUE
user_373,homepage,TRUE
user_374,homepage,TRUE
user_375,homepage,TRUE
user_376,homepage,TRUE
user_377,homepage,TRUE
user_378,homepage,TRUE
user_379,homepage,TRUE
user_380,homepage,TRUE
user_381,homepage,TRUE
user_382,homepage,TRUE
user_383,homepage,TRUE
user_384,homepage,TRUE
user_385,homepage,TRUE
user_386,homepage,TRUE
user_387,homepage,TRUE
user_388,homepage,TRUE
user_389,homepage,TRUE
user_390,homepage,TRUE
user_391,homepage,TRUE
user_392,homepage,TRUE
user_393,homepage,TRUE
user_394,homepage,TRUE
user_395,homepage,TRUE
user_396,homepage,TRUE
user_397,homepage,TRUE
user_398,homepage,TRUE
user_399,homepage,TRUE
user_400,homepage,TRUE
user_401,homepage,TRUE
user_402,homepage,TRUE
user_403,homepage,TRUE
user_404,homepage,TRUE
user_405,homepage,TRUE
user_406,homepage,TRUE
user_407,homepage,TRUE
user_408,homepage,TRUE
user_409,homepage,TRUE
user_410,homepage,TRUE
user_411,homepage,TRUE
user_412,homepage,TRUE
user_413,homepage,TRUE
user_414,homepage,TRUE
user_415,homepage,TRUE
user_416,homepage,TRUE
user_417,homepage,TRUE
user_418,homepage,TRUE
user_419,homepage,TRUE
user_420,homepage,TRUE
user_421,homepage,TRUE
user_422,homepage,TRUE
user_423,homepage,TRUE
user_424,homepage,TRUE
user_425,homepage,TRUE
user_426,homepage,TRUE
user_427,homepage,TRUE
user_428,homepage,TRUE
user_429,homepage,TRUE
user_430,homepage,TRUE
user_431,homepage,TRUE
user_432,homepage,TRUE
user_433,homepage,TRUE
user_434,homepage,TRUE
user_435,homepage,TRUE
user_436,homepage,TRUE
user_437,homepage,TRUE
user_438,homepage,TRUE
user_439,homepage,TRUE
user_440,homepage,TRUE
user_441,homepage,TRUE
user_442,homepage,TRUE
user_443,homepage,TRUE
user_444,homepage,TRUE
user_445,homepage,TRUE
user_446,homepage,TRUE
user_447,homepage,TRUE
user_448,homepage,TRUE
user_449,homepage,TRUE
user_450,homepage,TRUE
user_451,homepage,TRUE
user_452,homepage,TRUE
user_453,homepage,TRUE
user_454,homepage,TRUE
user_455,homepage,TRUE
user_456,homepage,TRUE
user_457,homepage,TRUE
user_458,homepage,TRUE
user_459,homepage,TRUE
user_460,homepage,TRUE
user_461,homepage,TRUE
user_462,homepage,TRUE
user_463,homepage,TRUE
user_464,homepage,TRUE
user_465,homepage,TRUE
user_466,homepage,TRUE
user_467,homepage,TRUE
user_468,homepage,TRUE
user_469,homepage,TRUE
user_470,homepage,TRUE
user_471,homepage,TRUE
user_472,homepage,TRUE
user_473,homepage,TRUE
user_474,homepage,TRUE
user_475,homepage,TRUE
user_476,homepage,TRUE
user_477,homepage,TRUE
user_478,homepage,TRUE
user_479,homepage,TRUE
user_480,homepage,TRUE
user_481,homepage,TRUE
user_482,homepage,TRUE
user_483,homepage,TRUE
user_484,homepage,TRUE
user_485,homepage,TRUE
user_486,homepage,TRUE
user_487,homepage,TRUE
user_488,homepage,TRUE
user_489,homepage,TRUE
user_490,homepage,TRUE
user_491,homepage,TRUE
user_492,homepage,TRUE
user_493,homepage,TRUE
user_494,homepage,TRUE
user_495,homepage,TRUE
user_496,homepage,TRUE
user_497,homepage,TRUE
user_498,homepage,TRUE
user_499,homepage,TRUE
user_500,homepage,TRUE
user_501,homepage,TRUE
user_502,homepage,TRUE
user_503,homepage,TRUE
user_504,homepage,TRUE
user_505,homepage,TRUE
user_506,homepage,TRUE
user_507,homepage,TRUE
user_508,homepage,TRUE
user_509,homepage,TRUE
user_510,homepage,TRUE
user_511,homepage,TRUE
user_512,homepage,TRUE
user_513,homepage,TRUE
user_514,homepage,TRUE
user_515,homepage,TRUE
user_516,homepage,TRUE
user_517,homepage,TRUE
user_518,homepage,TRUE
user_519,homepage,TRUE
user_520,homepage,TRUE
user_521,homepage,TRUE
user_522,homepage,TRUE
user_523,homepage,TRUE
user_524,homepage,TRUE
user_525,homepage,TRUE
user_526,homepage,TRUE
user_527,homepage,TRUE
user_528,homepage,TRUE
user_529,homepage,TRUE
user_530,homepage,TRUE
user_531,homepage,TRUE
user_532,homepage,TRUE
user_533,homepage,TRUE
user_534,homepage,TRUE
user_535,homepage,TRUE
user_536,homepage,TRUE
user_537,homepage,TRUE
user_538,homepage,TRUE
user_539,homepage,TRUE
user_540,homepage,TRUE
user_541,homepage,TRUE
user_542,homepage,TRUE
user_543,homepage,TRUE
user_544,homepage,TRUE
user_545,homepage,TRUE
user_546,homepage,TRUE
user_547,homepage,TRUE
user_548,homepage,TRUE
user_549,homepage,TRUE
user_550,homepage,TRUE
user_551,homepage,TRUE
user_552,homepage,TRUE
user_553,homepage,TRUE
user_554,homepage,TRUE
user_555,homepage,TRUE
user_556,homepage,TRUE
user_557,homepage,TRUE
user_558,homepage,TRUE
user_559,homepage,TRUE
user_560,homepage,TRUE
user_561,homepage,TRUE
user_562,homepage,TRUE
user_563,homepage,TRUE
user_564,homepage,TRUE
user_565,homepage,TRUE
user_566,homepage,TRUE
user_567,homepage,TRUE
user_568,homepage,TRUE
user_569,homepage,TRUE
user_570,homepage,TRUE
user_571,homepage,TRUE
user_572,homepage,TRUE
user_573,homepage,TRUE
user_574,homepage,TRUE
user_575,homepage,TRUE
user_576,homepage,TRUE
user_577,homepage,TRUE
user_578,homepage,TRUE
user_579,homepage,TRUE
user_580,homepage,TRUE
user_581,homepage,TRUE
user_582,homepage,TRUE
user_583,homepage,TRUE
user_584,homepage,TRUE
user_585,homepage,TRUE
user_586,homepage,TRUE
user_587,homepage,TRUE
user_588,homepage,TRUE
user_589,homepage,TRUE
user_590,homepage,TRUE
user_591,homepage,TRUE
user_592,homepage,TRUE
user_593,homepage,TRUE
user_594,homepage,TRUE
user_595,homepage,TRUE
user_596,homepage,TRUE
user_597,homepage,TRUE
user_598,homepage,TRUE
user_599,homepage,TRUE
user_600,homepage,TRUE
user_601,homepage,TRUE
user_602,homepage,TRUE
user_603,homepage,TRUE
user_604,homepage,TRUE
user_605,homepage,TRUE
user_606,homepage,TRUE
user_607,homepage,TRUE
user_608,homepage,TRUE
user_609,homepage,TRUE
user_610,homepage,TRUE
user_611,homepage,TRUE
user_612,homepage,TRUE
user_613,homepage,TRUE
user_614,homepage,TRUE
user_615,homepage,TRUE
user_616,homepage,TRUE
user_617,homepage,TRUE
user_618,homepage,TRUE
user_619,homepage,TRUE
user_620,homepage,TRUE
user_621,homepage,TRUE
user_622,homepage,TRUE
user_623,homepage,TRUE
user_624,homepage,TRUE
user_625,homepage,TRUE
user_626,homepage,TRUE
user_627,homepage,TRUE
user_628,homepage,TRUE
user_629,homepage,TRUE
user_630,homepage,TRUE
user_631,homepage,TRUE
user_632,homepage,TRUE
user_633,homepage,TRUE
user_634,homepage,TRUE
user_635,homepage,TRUE
user_636,homepage,TRUE
user_637,homepage,TRUE
user_638,homepage,TRUE
user_639,homepage,TRUE
user_640,homepage,TRUE
user_641,homepage,TRUE
user_642,homepage,TRUE
user_643,homepage,TRUE
user_644,homepage,TRUE
user_645,homepage,TRUE
user_646,homepage,TRUE
user_647,homepage,TRUE
user_648,homepage,TRUE
user_649,homepage,TRUE
user_650,homepage,TRUE
user_651,homepage,TRUE
user_652,homepage,TRUE
user_653,homepage,TRUE
user_654,homepage,TRUE
user_655,homepage,TRUE
user_656,homepage,TRUE
user_657,homepage,TRUE
user_658,homepage,TRUE
user_659,homepage,TRUE
user_660,homepage,TRUE
user_661,homepage,TRUE
user_662,homepage,TRUE
user_663,homepage,TRUE
user_664,homepage,TRUE
user_665,homepage,TRUE
user_666,homepage,TRUE
user_667,homepage,TRUE
user_668,homepage,TRUE
user_669,homepage,TRUE
user_670,homepage,TRUE
user_671,homepage,TRUE
user_672,homepage,TRUE
user_673,homepage,TRUE
user_674,homepage,TRUE
user_675,homepage,TRUE
user_676,homepage,TRUE
user_677,homepage,TRUE
user_678,homepage,TRUE
user_679,homepage,TRUE
user_680,homepage,TRUE
user_681,homepage,TRUE
user_682,homepage,TRUE
user_683,homepage,TRUE
user_684,homepage,TRUE
user_685,homepage,TRUE
user_686,homepage,TRUE
user_687,homepage,TRUE
user_688,homepage,TRUE
user_689,homepage,TRUE
user_690,homepage,TRUE
user_691,homepage,TRUE
user_692,homepage,TRUE
user_693,homepage,TRUE
user_694,homepage,TRUE
user_695,homepage,TRUE
user_696,homepage,TRUE
user_697,homepage,TRUE
user_698,homepage,TRUE
user_699,homepage,TRUE
user_700,homepage,TRUE
user_701,homepage,TRUE
user_702,homepage,TRUE
user_703,homepage,TRUE
user_704,homepage,TRUE
user_705,homepage,TRUE
user_706,homepage,TRUE
user_707,homepage,TRUE
user_708,homepage,TRUE
user_709,homepage,TRUE
user_710,homepage,TRUE
user_711,homepage,TRUE
user_712,homepage,TRUE
user_713,homepage,TRUE
user_714,homepage,TRUE
user_715,homepage,TRUE
user_716,homepage,TRUE
user_717,homepage,TRUE
user_718,homepage,TRUE
user_719,homepage,TRUE
user_720,homepage,TRUE
user_721,homepage,TRUE
user_722,homepage,TRUE
user_723,homepage,TRUE
user_724,homepage,TRUE
user_725,homepage,TRUE
user_726,homepage,TRUE
user_727,homepage,TRUE
user_728,homepage,TRUE
user_729,homepage,TRUE
user_730,homepage,TRUE
user_731,homepage,TRUE
user_732,homepage,TRUE
user_733,homepage,TRUE
user_734,homepage,TRUE
user_735,homepage,TRUE
user_736,homepage,TRUE
user_737,homepage,TRUE
user_738,homepage,TRUE
user_739,homepage,TRUE
user_740,homepage,TRUE
user_741,homepage,TRUE
user_742,homepage,TRUE
user_743,homepage,TRUE
user_744,homepage,TRUE
user_745,homepage,TRUE
user_746,homepage,TRUE
user_747,homepage,TRUE
user_748,homepage,TRUE
user_749,homepage,TRUE
user_750,homepage,TRUE
user_751,homepage,TRUE
user_752,homepage,TRUE
user_753,homepage,TRUE
user_754,homepage,TRUE
user_755,homepage,TRUE
user_756,homepage,TRUE
user_757,homepage,TRUE
user_758,homepage,TRUE
user_759,homepage,TRUE
user_760,homepage,TRUE
user_761,homepage,TRUE
user_762,homepage,TRUE
user_763,homepage,TRUE
user_764,homepage,TRUE
user_765,homepage,TRUE
user_766,homepage,TRUE
user_767,homepage,TRUE
user_768,homepage,TRUE
user_769,homepage,TRUE
user_770,homepage,TRUE
user_771,homepage,TRUE
user_772,homepage,TRUE
user_773,homepage,TRUE
user_774,homepage,TRUE
user_775,homepage,TRUE
user_776,homepage,TRUE
user_777,homepage,TRUE
user_778,homepage,TRUE
user_779,homepage,TRUE
user_780,homepage,TRUE
user_781,homepage,TRUE
user_782,homepage,TRUE
user_783,homepage,TRUE
user_784,homepage,TRUE
user_785,homepage,TRUE
user_786,homepage,TRUE
user_787,homepage,TRUE
user_788,homepage,TRUE
user_789,homepage,TRUE
user_790,homepage,TRUE
user_791,homepage,TRUE
user_792,homepage,TRUE
user_793,homepage,TRUE
user_794,homepage,TRUE
user_795,homepage,TRUE
user_796,homepage,TRUE
user_797,homepage,TRUE
user_798,homepage,TRUE
user_799,homepage,TRUE
user_800,homepage,TRUE
user_801,homepage,TRUE
user_802,homepage,TRUE
user_803,homepage,TRUE
user_804,homepage,TRUE
user_805,homepage,TRUE
user_806,homepage,TRUE
user_807,homepage,TRUE
user_808,homepage,TRUE
user_809,homepage,TRUE
user_810,homepage,TRUE
user_811,homepage,TRUE
user_812,homepage,TRUE
user_813,homepage,TRUE
user_814,homepage,TRUE
user_815,homepage,TRUE
user_816,homepage,TRUE
user_817,homepage,TRUE
user_818,homepage,TRUE
user_819,homepage,TRUE
user_820,homepage,TRUE
user_821,homepage,TRUE
user_822,homepage,TRUE
user_823,homepage,TRUE
user_824,homepage,TRUE
user_825,homepage,TRUE
user_826,homepage,TRUE
user_827,homepage,TRUE
user_828,homepage,TRUE
user_829,homepage,TRUE
user_830,homepage,TRUE
user_831,homepage,TRUE
user_832,homepage,TRUE
user_833,homepage,TRUE
user_834,homepage,TRUE
user_835,homepage,TRUE
user_836,homepage,TRUE
user_837,homepage,TRUE
user_838,homepage,TRUE
user_839,homepage,TRUE
user_840,homepage,TRUE
user_841,homepage,TRUE
user_842,homepage,TRUE
user_843,homepage,TRUE
user_844,homepage,TRUE
user_845,homepage,TRUE
user_846,homepage,TRUE
user_847,homepage,TRUE
user_848,homepage,TRUE
user_849,homepage,TRUE
user_850,homepage,TRUE
user_851,homepage,TRUE
user_852,homepage,TRUE
user_853,homepage,TRUE
user_854,homepage,TRUE
user_855,homepage,TRUE
user_856,homepage,TRUE
user_857,homepage,TRUE
user_858,homepage,TRUE
user_859,homepage,TRUE
user_860,homepage,TRUE
user_861,homepage,TRUE
user_862,homepage,TRUE
user_863,homepage,TRUE
user_864,homepage,TRUE
user_865,homepage,TRUE
user_866,homepage,TRUE
user_867,homepage,TRUE
user_868,homepage,TRUE
user_869,homepage,TRUE
user_870,homepage,TRUE
user_871,homepage,TRUE
user_872,homepage,TRUE
user_873,homepage,TRUE
user_874,homepage,TRUE
user_875,homepage,TRUE
user_876,homepage,TRUE
user_877,homepage,TRUE
user_878,homepage,TRUE
user_879,homepage,TRUE
user_880,homepage,TRUE
user_881,homepage,TRUE
user_882,homepage,TRUE
user_883,homepage,TRUE
user_884,homepage,TRUE
user_885,homepage,TRUE
user_886,homepage,TRUE
user_887,homepage,TRUE
user_888,homepage,TRUE
user_889,homepage,TRUE
user_890,homepage,TRUE
user_891,homepage,TRUE
user_892,homepage,TRUE
user_893,homepage,TRUE
user_894,homepage,TRUE
user_895,homepage,TRUE
user_896,homepage,TRUE
user_897,homepage,TRUE
user_898,homepage,TRUE
user_899,homepage,TRUE
user_900,homepage,TRUE
user_901,homepage,TRUE
user_902,homepage,TRUE
user_903,homepage,TRUE
user_904,homepage,TRUE
user_905,homepage,TRUE
user_906,homepage,TRUE
user_907,homepage,TRUE
user_908,homepage,TRUE
user_909,homepage,TRUE
user_910,homepage,TRUE
user_911,homepage,TRUE
user_912,homepage,TRUE
user_913,homepage,TRUE
user_914,homepage,TRUE
user_915,homepage,TRUE
user_916,homepage,TRUE
user_917,homepage,TRUE
user_918,homepage,TRUE
user_919,homepage,TRUE
user_920,homepage,TRUE
user_921,homepage,TRUE
user_922,homepage,TRUE
user_923,homepage,TRUE
user_924,homepage,TRUE
user_925,homepage,TRUE
user_926,homepage,TRUE
user_927,homepage,TRUE
user_928,homepage,TRUE
user_929,homepage,TRUE
user_930,homepage,TRUE
user_931,homepage,TRUE
user_932,homepage,TRUE
user_933,homepage,TRUE
user_934,homepage,TRUE
user_935,homepage,TRUE
user_936,homepage,TRUE
user_937,homepage,TRUE
user_938,homepage,TRUE
user_939,homepage,TRUE
user_940,homepage,TRUE
user_941,homepage,TRUE
user_942,homepage,TRUE
user_943,homepage,TRUE
user_944,homepage,TRUE
user_945,homepage,TRUE
user_946,homepage,TRUE
user_947,homepage,TRUE
user_948,homepage,TRUE
user_949,homepage,TRUE
user_950,homepage,TRUE
user_951,homepage,TRUE
user_952,homepage,TRUE
user_953,homepage,TRUE
user_954,homepage,TRUE
user_955,homepage,TRUE
user_956,homepage,TRUE
user_957,homepage,TRUE
user_958,homepage,TRUE
user_959,homepage,TRUE
user_960,homepage,TRUE
user_961,homepage,TRUE
user_962,homepage,TRUE
user_963,homepage,TRUE
user_964,homepage,TRUE
user_965,homepage,TRUE
user_966,homepage,TRUE
user_967,homepage,TRUE
user_968,homepage,TRUE
user_969,homepage,TRUE
user_970,homepage,TRUE
user_971,homepage,TRUE
user_972,homepage,TRUE
user_973,homepage,TRUE
user_974,homepage,TRUE
user_975,homepage,TRUE
user_976,homepage,TRUE
user_977,homepage,TRUE
user_978,homepage,TRUE
user_979,homepage,TRUE
user_980,homepage,TRUE
user_981,homepage,TRUE
user_982,homepage,TRUE
user_983,homepage,TRUE
user_984,homepage,TRUE
user_985,homepage,TRUE
user_986,homepage,TRUE
user_987,homepage,TRUE
user_988,homepage,TRUE
user_989,homepage,TRUE
user_990,homepage,TRUE
user_991,homepage,TRUE
user_992,homepage,TRUE
user_993,homepage,TRUE
user_994,homepage,TRUE
user_995,homepage,TRUE
user_996,homepage,TRUE
user_997,homepage,TRUE
user_998,homepage,TRUE
user_999,homepage,TRUE
user_1000,homepage,TRUE
user_1001,homepage,TRUE
user_1002,homepage,TRUE
user_1003,homepage,TRUE
user_1004,homepage,TRUE
user_1005,homepage,TRUE
user_1006,homepage,TRUE
user_1007,homepage,TRUE
user_1008,homepage,TRUE
user_1009,homepage,TRUE
user_1010,homepage,TRUE
user_1011,homepage,TRUE
user_1012,homepage,TRUE
user_1013,homepage,TRUE
user_1014,homepage,TRUE
user_1015,homepage,TRUE
user_1016,homepage,TRUE
user_1017,homepage,TRUE
user_1018,homepage,TRUE
user_1019,homepage,TRUE
user_1020,homepage,TRUE
user_1021,homepage,TRUE
user_1022,homepage,TRUE
user_1023,homepage,TRUE
user_1024,homepage,TRUE
user_1025,homepage,TRUE
user_1026,homepage,TRUE
user_1027,homepage,TRUE
user_1028,homepage,TRUE
user_1029,homepage,TRUE
user_1030,homepage,TRUE
user_1031,homepage,TRUE
user_1032,homepage,TRUE
user_1033,homepage,TRUE
user_1034,homepage,TRUE
user_1035,homepage,TRUE
user_1036,homepage,TRUE
user_1037,homepage,TRUE
user_1038,homepage,TRUE
user_1039,homepage,TRUE
user_1040,homepage,TRUE
user_1041,homepage,TRUE
user_1042,homepage,TRUE
user_1043,homepage,TRUE
user_1044,homepage,TRUE
user_1045,homepage,TRUE
user_1046,homepage,TRUE
user_1047,homepage,TRUE
user_1048,homepage,TRUE
user_1049,homepage,TRUE
user_1050,homepage,TRUE
user_1051,homepage,TRUE
user_1052,homepage,TRUE
user_1053,homepage,TRUE
user_1054,homepage,TRUE
user_1055,homepage,TRUE
user_1056,homepage,TRUE
user_1057,homepage,TRUE
user_1058,homepage,TRUE
user_1059,homepage,TRUE
user_1060,homepage,TRUE
user_1061,homepage,TRUE
user_1062,homepage,TRUE
user_1063,homepage,TRUE
user_1064,homepage,TRUE
user_1065,homepage,TRUE
user_1066,homepage,TRUE
user_1067,homepage,TRUE
user_1068,homepage,TRUE
